name,type,company,description,amount,notes,notes2,notes3,notes4
Sophie Joissains,executive,Société Publique locale d'Aménagement,Membre du conseil d'administration,NÉANT,,0,,
Sophie Primas,executive,,,,,,,
Sophie Rohfritsch,executive,NÉANT,,,,,,
Stéphane Claireaux,executive,Azimuts SAS,Président,NÉANT,Contradiction avec l'onglet '01' - Arrêt le 31/07/2014,0,,
Stéphane Demilly,executive,NÉANT,,,,,,
Stéphane Ravier,executive,NÉANT,,,,,,
Stéphane Saint-André,executive,NÉANT,,,,,,
Stéphane Travert,executive,Lycées publics Manche (Valognes-Coutances (3 éts) Carentan),Conseil d'administration,NÉANT,[Membre de ces organismes depuis avril 2010 (mandat de conseiller régional de Basse-Normandie)],0,,
Stéphane Travert,executive,Maison de la Normandie et de la Manche à Jersey (Syndicat mixte),,NÉANT,[Membre de ces organismes depuis avril 2010 (mandat de conseiller régional de Basse-Normandie)],0,,
Stéphane Travert,executive,Parc des Marais du Cotentin et du Bessin (Syndicat mixte),,NÉANT,[Membre de ces organismes depuis avril 2010 (mandat de conseiller régional de Basse-Normandie)],0,,
Stéphane Travert,executive,Ports normands associés (Syndicat mixte),,NÉANT,[Membre de ces organismes depuis avril 2010 (mandat de conseiller régional de Basse-Normandie)],0,,
Stéphane Travert,executive,Rétablissement caractère maritime Mont-St-Michel (Syndicat mixte),,NÉANT,[Membre de ces organismes depuis avril 2010 (mandat de conseiller régional de Basse-Normandie)],0,,
Stéphane Travert,executive,SOMANOR (Syndicat mixte),,NÉANT,[Membre de ces organismes depuis avril 2010 (mandat de conseiller régional de Basse-Normandie)],0,,
Stéphanie Riocreux,executive,CCAS,Président,NÉANT,"2014, Président du CCAS du Benais de 2008 à 2014",0,,
Stéphanie Riocreux,executive,association Inter Travail Services,Membre du Conseil d'Administration,NÉANT,"2014, ne conservera pas cette fonction",0,,
Stéphanie Riocreux,executive,association le Petit Plus Epicerie Sociale,Membre du Conseil d'Administration,NÉANT,De 2008 à 2014,0,,
Stéphanie Riocreux,executive,Mission locale du Pays du Chinonais,Membre du Conseil d'Administration,NÉANT,"2010, fin du mandat pendant les 5 années",0,,
Suzanne Tallard,executive,OPH-CDA La Rochelle,Administratrice,NÉANT,,0,,
Sylvain Berrios,executive,NÉANT,,,,,,
Sylviane Alaux,executive,NÉANT,,,,,,
Sylviane Bulteau,executive,Vendée Logement,Membre du Conseil d'Administration,NÉANT,,0,,
Sylvie Andrieux,executive,NÉANT,,,,,,
Sylvie Goy-Chavent,executive,NÉANT,,,,,,
Sylvie ROBERT,executive,SEM Rennes Citédia,Présidente du Conseil d'Administration,NÉANT,"Était auparavant payée pour cette même fonction: de juin 2008 à mai 2014 : 461,52 EUR nets par mois (brut = 500,89 EUR), et de mai 2014 au 28 septembre 2014: 698,52 EUR nets par mois (brut=829,59 EUR)",0,,
Sylvie Tolmont,executive,NÉANT,,,,,,
Thani Mohamed Soilihi,executive,Association M'SIKANO,,NÉANT,,0,,
Thani Mohamed Soilihi,executive,Association TAMA (Lutte contre l'exclusion),Lutte contre l'exclusion,NÉANT,,0,,
Thani Mohamed Soilihi,executive,Centre Hospitalier Mayotte,Membre du Conseil de surveillance,NÉANT,,0,,
Thani Mohamed Soilihi,executive,SARL DELTAH IMMO (Agence immobilière),,NÉANT,,0,,
Thierry Benoit,executive,NÉANT,,,,,,
Thierry Carcenac,executive,Société d'Economie Mixte 81,Représentant du conseil général,NÉANT,,0,,
Thierry Carcenac,executive,Société d'Economie Mixte (SEM) E.Téra,Représentant du conseil général,NÉANT,Opérateur de téléphonie et gestion du Réseau d'Initiative Publique,0,,
,executive,,,,,,,
Thierry Foucaud,executive,SEM SIEMOR,Président,,,,,
Thierry Lazaro,executive,NÉANT,,,,,,
Thierry Mariani,executive,Dialogue Franco-Russe (DFR),Co-Président,NÉANT,,0,,
Thierry Mariani,executive,Festival des chorégies d'Orange (Opéra),Président (depuis 1995),NÉANT,,0,,
Thierry Mariani,executive,IFAC PACA,Président,NÉANT,,0,,
Thierry Robert,executive,SARL ROBERT Immobilier,Associé,2010-2011 : 435000 EUR par an,Dividende,,,
Thierry Robert,executive,EURL DIOI (anciennement SARL IMMOI),Associé unique,NÉANT,,0,,
Thierry Robert,executive,EURL IRI,Associé unique,NÉANT,,0,,
Thierry Robert,executive,SARL BTPOI,Associé,NÉANT,,0,,
Thierry Robert,executive,SARL CLOI,Associé,NÉANT,,0,,
Thierry Robert,executive,SARL H2E (anciennement SARL Robert BTP,Associé,NÉANT,,0,,
Thierry Robert,executive,SARL Robert Promotion,Associé,NÉANT,,0,,
Thierry Robert,executive,SARL Sésame Immobilier,Associé,NÉANT,,0,,
Thierry Robert,executive,SARL SRCL,Associé,NÉANT,,0,,
Thierry Robert,executive,SCCV Le Napoléon,Associé,NÉANT,,0,,
Thierry Robert,executive,SCCV Les Cases Créoles (maintenant SARL les Cases Créoles),Associé,NÉANT,,0,,
Thierry Robert,executive,SCCV Les Frangipanes,Associé,NÉANT,,0,,
Thierry Robert,executive,SCI,Associé,NÉANT,,0,,
Thierry Robert,executive,SCI,Associé,NÉANT,,0,,
Thierry Robert,executive,SCI,Associé,NÉANT,,0,,
Thierry Robert,executive,SCI,Associé,NÉANT,,0,,
Thierry Robert,executive,SCI,Associé,NÉANT,,0,,
Thierry Solère,executive,,,,,,,
Thomas Thévenoud,executive,NÉANT,,,,,,
Valérie Boyer,executive,GIP Marseille Rénovation urbaine,Présidente en tant que 8ème adjointe au Maire de Marseille,NÉANT,Indemnités d'adjointe au Maire liées à mon statut d'adjointe.  La présidence des GIP n'est pas rémunérée (les indemnités sont écrêtées),0,,
Valérie Boyer,executive,GIP Politique de la Ville,Présidente en tant que 8ème adjointe au Maire de Marseille,NÉANT,Indemnités d'adjointe au Maire liées à mon statut d'adjointe.  La présidence des GIP n'est pas rémunérée (les indemnités sont écrêtées),0,,
Valérie Corre,executive,NÉANT,,,,,,
Valérie Fourneyron,executive,Grand Port Maritime de Rouen,Vice-président du Conseil de Surveillance,NÉANT,,,,
Valérie Fourneyron,executive,MATMUT,Membre du Conseil d’Administration,4080 EUR,,,,
Valérie Lacroute,executive,OPH Val du loing Habitat,Vice-présidente,"274,44 EUR par séance","274,44 EUR/présence au bureau et conseil d'administration",,,
Valérie Létard,executive,NÉANT,,,,,,
Valérie Pécresse,executive,NÉANT,,,,,,
Valérie Rabault,executive,,,,,,,
Véronique Besse,executive,Association jeunesse et famille,Présidente et Gérante de l'EURL,NÉANT,Maison familiale de vacances,0,,
Véronique Besse,executive,Hôpital spécialisé Georges Mazurelle,Présidente du Conseil de surveillance,NÉANT,,0,,
Véronique Louwagie,executive,NÉANT,,,,,,
Véronique Massonneau,executive,NÉANT,,,,,,
Victorin Lurel,executive,NÉANT,,,,,,
Vincent Burroni,executive,Agence de l'eau Rhône Méditerranée Corse,Membre du Conseil d'Administration,NÉANT,,0,,
Vincent Capo-Canellas,executive,,,,,,,
Vincent Capo-Canellas,executive,,,,,,,
Vincent Capo-Canellas,executive,,,,,,,
Vincent Delahaye,executive,SEMMASSY (société d'aménagement de la ville de Massy),,NÉANT,,0,,
Vincent Eblé,executive,Établissement Public d'Aménagement de Marne la Vallée,Membre du Conseil d'Administration,NÉANT,,0,,
Vincent Eblé,executive,Fondation du Patrimoine,Membre du Conseil d'Administration,NÉANT,,0,,
Vincent Eblé,executive,Société du Grand Paris,Membre du Conseil de Surveillance,NÉANT,,0,,
Virginie Duby-Muller,executive,Syndicat mixte d'aménagement du Genevois,Président,NÉANT,,,,
Vivette Lopez,executive,NÉANT,,,,,,
Viviane Le Dissez,executive,NÉANT,,,,,,
William Dumas,executive,EPCC du Pont du Gard,Président du Conseil d'administration,NÉANT,,0,,
Xavier Bertrand,executive,Centre hospitalier 02100 Saint Quentin,Membre du conseil de surveillance,NÉANT,,,,
Xavier Breton,executive,NÉANT,,,,,,
Xavier Pintat,executive,Fédération Nationale des Collectivités Concédantes et des Régies,Président (représentation des syndicats d'énergie et d'assainissement),"25089,72 EUR par an","2090,81 EUR net par mois, indemnité mensuelle","25089,72",,
Yann Capet,executive,NÉANT,,,,,,
Yann Galut,executive,Office public de l'Habitat du Cher,Membre du Conseil d'Administration au nom du conseil général du Cher,"2010 : 205,83 EUR",Indemnités forfaitaires,,,
Yann Galut,executive,Office public de l'Habitat du Cher,Membre du Conseil d'Administration au nom du conseil général du Cher,"2010 : 68,61 EUR",Indemnités forfaitaires,,,
Yann Galut,executive,Office public de l'Habitat du Cher,Membre du Conseil d'Administration au nom du conseil général du Cher,"2011 : 343,05 EUR",Indemnités forfaitaires,,,
Yann Galut,executive,Office public de l'Habitat du Cher,Membre du Conseil d'Administration au nom du conseil général du Cher,"2012 : 205,83 EUR",Indemnités forfaitaires,"205,83",,
Yannick Botrel,executive,NÉANT,,,,,,
Yannick Favennec,executive,La chaîne parlementaire,Membre du conseil d'administration au titre du groupe UDI,NÉANT,,0,,
Yannick Moreau,executive,Sci,,NÉANT,Immobilier mais activité nulle,0,,
Yannick Moreau,executive,Vendée Habitat,Membre du bureau et du conseil d'administration,NÉANT,,0,,
Yannick Vaugrenard,executive,,,,,,,
Yannick Vaugrenard,executive,,,,,,,
Yannick Vaugrenard,executive,,,,,,,
Yves Albarello,executive,NÉANT,,,,,,
Yves Blein,executive,Société civile,Gérant,NÉANT,,0,,
Yves Blein,executive,Association AMARIS,Président,NÉANT,,,,
Yves Censi,executive,NÉANT,,,,,,
Yves Daniel,executive,SELA (Société d'Equipement de Loire Atlantique Société d'Economie Mixte),Président,2009 : 6200 EUR,Net,,,
Yves Daniel,executive,SELA (Société d'Equipement de Loire Atlantique Société d'Economie Mixte),Président,2010 : 4650 EUR,Net,,,
Yves Daniel,executive,SELA (Société d'Equipement de Loire Atlantique Société d'Economie Mixte),Président,2011 : 1550 EUR,Net,,,
Yves Daudigny,executive,Société pour l'immobilier d'entreprises de l'Aisne (SIMEA),,NÉANT,SIMEA : Siège social rue Paul Doumer Hôtel du département 02000 Laon - Favoriser la création et le développement de l'immobilier locatif d'entreprises sur le territoire de l'Aisne.,,,
Yves Daudigny,executive,Agence départementale d'ingénierie pour les collectivités de l'Aisne (ADICA),,NÉANT,"ADICA : Siège social rue Paul Doumer Hôtel du département 02000 Laon - apporter aux collectivités territoriales EPI et SI du département qui le demandent une assistance d'ordre technique, juridique ou financier.",,,
Yves Détraigne,executive,Communauté de communes de la Plaine de Bourgogne (51),Président,NÉANT,NÉANT,0,,
Yves Détraigne,executive,Association des maires de la Marne,Président,NÉANT,,,,
Yves Détraigne,executive,Commune de Witry-lès-Reims (51420),Maire,"18233,1 EUR par an","2009 - 2013 : 72932,40 euros","18233,1",,
Yves Détraigne,executive,Syndicat de Valorisation des Ordures Ménagères de la Marne (Syndicat mixte),Président,"5171,44 EUR par an","2009 - 2013 : 20685,74 EUR","5171,44",,
Yves Détraigne,executive,Syndicat mixte du Nord Remois,Délégué,NÉANT,,0,,
Yves Durand,executive,SEM d'aménagement de la plateforme multimodale Lomme Sequedin,Présidence du Conseil d'administration au titre de Lille Métropole Communauté urbaine,NÉANT,,0,,
Yves Durand,executive,Sogemin Lille,Présidence du Conseil d'administration au titre de Lille Métropole Communauté urbaine,NÉANT,,0,,
Yves Foulon,executive,SCP Avocagir,Avocat a la cour,NÉANT,,0,,
Yves Fromion,executive,NÉANT,,,,,,
Yves Goasdoué,executive,SDIS de l'Orne (Service d'incendie et secours),Membre du Conseil d'Administration,,,,,
Yves Goasdoué,executive,GIP cuisine du Bocage,Président,NÉANT,"Réalisation de repas pour la ville de Flers, de l'hôpital de Flers",0,,
Yves Goasdoué,executive,Hôpital de Flers,Président du conseil de surveillance,,Dans le cadre des dispositions de la loi H.P.S.T.,,,
Yves Goasdoué,executive,Mission locale du Bocage.,Président,,Aide aux jeunes (16  - 25 ans),,,
Yves Goasdoué,executive,Pays du Bocage (Pays couvrant l'Ouest Ornais),Vice Président,,,,,
Yves Jégo,executive,SYTRADEM (syndicat de traitement des déchets ménagers du Sud Est de Seine et Marne),Président,2008 : 10377,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SIRMOTON (Syndicat de la région de Montereau Fault Yonne pour le traitement des ordures ménagères),Président,2008 : 9316 EUR,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SYTRADEM (syndicat de traitement des déchets ménagers du Sud Est de Seine et Marne),Président,2009 : 11539,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SIRMOTON (Syndicat de la région de Montereau Fault Yonne pour le traitement des ordures ménagères),Président,2009 : 9376 EUR,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SIRMOTON (Syndicat de la région de Montereau Fault Yonne pour le traitement des ordures ménagères),Président,2010 : 8105 EUR,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SYTRADEM (syndicat de traitement des déchets ménagers du Sud Est de Seine et Marne),Président,2010 :10635,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SIRMOTON (Syndicat de la région de Montereau Fault Yonne pour le traitement des ordures ménagères),Président,2011 : 7102 EUR,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SYTRADEM (syndicat de traitement des déchets ménagers du Sud Est de Seine et Marne),Président,2011 : 9510,22 rue de la Grande Haie 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,Confluence Habitat,Membre du Conseil d'Administration,,45 square Beaumarchais 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,CCAS Montereau Fault Yonne,Président,,3 rue André Thomas 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,Centre Hospitalier de Montereau,Président du conseil de surveillance,,1  bis rue Vistor Hugo 77130 Montereau Fault Yonne,,,
Yves Jégo,executive,SIRMOTON (Syndicat de la région de Montereau Fault Yonne pour le traitement des ordures ménagères),Président,2012 : 8731 EUR,22 rue de la Grande Haie 77130 Montereau Fault Yonne,8731,,
Yves Jégo,executive,SYTRADEM (syndicat de traitement des déchets ménagers du Sud Est de Seine et Marne),Président,2012 : 11160,22 rue de la Grande Haie 77130 Montereau Fault Yonne,11160,,
Yves Nicolin,executive,,,,,,,
Yves Nicolin,executive,Agence française de développement,Membre suppléant du conseil d'administration depuis 2012,NÉANT,,0,,
Yves Nicolin,executive,Association SOS Orphelinats du Monde,Président depuis 2012,NÉANT,,0,,
Yves Nicolin,executive,Roanne Passionnément (Parti politique),Président depuis 2009,NÉANT,,0,,
Yves Pozzo di Borgo,executive,Conseil d'administration de la société d'exploitation de la Tour Eiffel,Membre,NÉANT,,0,,
Yves Rome,executive,AVICCA (Association de collectivités),Président,6456 EUR par an,538  EUR mensuel,6456,,
Yvon Collin,executive,NÉANT,,,,,,
Roger Madec,financial, S.A. HLM AXIMO,150 EUR (10 actions à 15 EUR),NÉANT,Bénéficiaire d'un prêt par Paris Habitat de 10 actions de la S.A. HLM AXIMO. Chaque action équivaut à 15 euros. (depuis le 18 décembre 2014),,,
Delphine Bataille,financial,AAA-ACT agro alim D FCP,"1243,96 EUR","Plus value : 85,95 EUR",,,,
Isabelle Debré,financial,ABC arbitragr,"3099,6 EUR",NÉANT,Voir feuille jointe'   Mais non jointe à la DIA!,,,
Simon Sutour,financial,Accor,2551 EUR,64 EUR,Actions détenues dans  PEA  en 2014,,,
Serge Dassault,financial,ADESTO TECHNOLOGIES CORPORATION - société de droit américain,4 815 035 EUR et 1 050 000 $ pour la dernière souscription,NÉANT,,,,
Yves Détraigne,financial,Aéroport de Paris,"760,05 EUR",NÉANT,,,,
Simon Sutour,financial,Air France- KLM,2088 EUR,,Actions détenues dans  PEA  en 2014,,,
Isabelle Debré,financial,Air liquide,"2565,54 EUR",,,,,
Philippe Kaltenbach,financial,Air Liquide,"23256,00 EUR",,,,,
Simon Sutour,financial,Air Liquide,6938 EUR,102 EUR,Actions détenues dans  PEA  en 2014,,,
Roland Courteau,financial,Airbus groupe,"740,1 EUR",NÉANT,,,,
Marie-Noëlle Lienemann,financial,ALCATEL - LUCENT,150 EUR  (50 actions,le 23/01/2014 valeur de l'action 3.01 EUR soit 150 EUR,,,,
Philippe Kaltenbach,financial,Allianz SE,"5956,80 EUR",,,,,
Isabelle Debré,financial,Allianz se (DEU),"3118,75 EUR",,,,,
Pierre Frogier,financial,Alma Immobilier SARL,54 470 EUR,,,,,
Daniel Laurent,financial,Alpha art project,60.000 EUR,0 EUR,6000 parts à 10 EUR,,,
Eva Sas,financial,Alpha Partenaires Groupe Alpha,36324 EUR,NÉANT,,,,
Simon Sutour,financial,Alstom,2287 EUR,,Actions détenues dans  PEA  en 2014,,,
Valérie Pécresse,financial,Alstom,,NÉANT,Option de souscription et [?] impossible à évaluer aujourd'hui,,,
Isabelle Debré,financial,Altamir,"6851,52 EUR",,,,,
